Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,informal,swear,netspeak,assent,nonflu,filler
1370,1366481921421828107,335,,Loves reading and writing children's books 📚 @WriteMentor mentee 2021 📝 #WriteNow shortlist 2021 🖋,2021-10-25 14:54:02,"ALIENS ON ODD STREET 
#DVpit #OG #OWN #CB #OCD #ND #anxiety #acceptance #friendship 

CURIOUS INCIDENT Vs ALIEN IN THE JAM FACTORY 

Evie feels 'alien' - she has OCD &amp; likes things even... easier said than done when you live on Odd Street

...&amp; impossible when aliens show up!👽","['DVpit', 'OG', 'OWN', 'CB', 'OCD', 'ND', 'anxiety', 'acceptance', 'friendship']",47,85.10,66.48,51.84,93.02,23.50,14.89,70.21,8.51,6.38,2.13,2.13,0.00,0.00,6.38,0.00,0.00,2.13,0.00,17.02,6.38,0.00,6.38,0.00,0.00,4.26,2.13,0.00,0.00,2.13,0.00,0.00,4.26,8.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1371,833772175400239104,1552,,"Home of OCD blog https://t.co/y9mJeuiaqa. Inserting kindness, compassion & creativity into OCD recovery. MH writer|campaigner|speaker. Teacher|Exec Producer.",2021-10-25 14:32:21,Anyone know of any resources to help sports coaches understand OCD? Anything esp for children would be brilliant! #ocd #intrusivethoughts,"['ocd', 'intrusivethoughts']",20,87.27,93.30,1.00,96.76,6.67,35.00,90.00,5.00,5.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,5.00,15.00,0.00,0.00,15.00,5.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1372,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 14:30:25,"OCD treatment without medication - Online #Mindfulness Therapist for #OCD.
Visit: https://t.co/4fEstIJ89K #OCDrecovery #OCDawareness #OnlineTherapistforOCD","['Mindfulness', 'OCD']",19,96.93,29.92,19.27,25.77,9.50,47.37,47.37,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00
1373,153901082,123,"Oxford, England","Trainee Clinical Psychologist @UniofOxford @oxicpt | Research interests are OCD, hoarding, and PTSD. Personal views only.",2021-10-25 14:28:37,Can you help us with #PsychologicalResearch? #OxfordUniversity are looking for volunteers who identify as having problems with #OCD. You do not need to live in Oxford to participate. Learn more here: https://t.co/umbiTd821m https://t.co/CbVEv4Z09O,"['PsychologicalResearch', 'OxfordUniversity']",41,78.81,95.59,1.00,3.09,10.25,21.95,73.17,2.44,0.00,2.44,0.00,0.00,0.00,14.63,0.00,0.00,0.00,0.00,12.20,4.88,0.00,4.88,0.00,0.00,2.44,7.32,4.88,0.00,2.44,0.00,2.44,0.00,14.63,0.00,4.88,0.00,4.88,0.00,0.00,0.00
1374,1304868078509907968,189,,,2021-10-25 14:20:40,"https://t.co/e047Hl2mQa
Cultivation of ""Balsam Pear"" by spreading straw on the soil bed
#Hive #hiveBlogShare #gardening #homesteading #nature #posh #hivemind #OCD #hiveworks #blogger.","['Hive', 'hiveBlogShare']",26,99.00,50.00,1.00,25.77,26.00,34.62,34.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00
1375,2743861905,307,"Stockholm, Sweden",Psychologist & PhD | Striving for better Mental Health Care | Quality Controller @wemindpsykiatri | Researcher @karolinskainst,2021-10-25 14:20:03,"What is the societal cost of OCD in youth? Learn more about it in our recent publication, and read the full article here: https://t.co/nQKqg3wuuS 
#OCD #costofillness #youth #mentalhealth https://t.co/LA7aFWyPgo",,37,90.36,79.13,36.43,25.77,18.50,18.92,67.57,0.00,0.00,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,2.70,2.70,0.00,0.00,0.00,0.00,0.00,2.70,2.70,0.00,0.00,0.00,0.00,0.00,5.41,0.00,5.41,0.00,5.41,0.00,0.00,0.00
1376,1151913210087378944,84,"900 Kings Hwy N Ste 204
Cherry Hill, NJ 08034","TMS Program offers medication-free, safe, FDD cleared treatment for resistant depression and OCD. TMS treatment is covered by all major insurance and Medicare.",2021-10-25 14:11:28,"#TMS Therapy can also treat #OCD, #Anxiety, #PTSD, #Bipolar, #Tinnitus, #Migraines, #Parkinson's, and more? Call our office at 856.350.5555 to learn more today. https://t.co/BARBbOBLKC","['TMS', 'OCD', 'Anxiety', 'PTSD', 'Bipolar', 'Tinnitus', 'Migraines', 'Parkinson']",29,77.56,84.96,3.81,25.77,9.67,24.14,65.52,6.90,3.45,3.45,3.45,0.00,0.00,6.90,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,10.34,0.00,3.45,0.00,3.45,0.00,0.00,0.00
1377,818151809290268673,2169,,"Award-winning #author of crockpot PNR romances & cozies. I like putting characters in hot water to see how strong they are. Like teabags, only sexier. She/her",2021-10-25 14:10:01,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/H3PfHWqdUQ via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
1378,1194647567075815424,35,"Ciudad Bolívar, Venezuela.","I like motoring, motorcycling, sport in general.",2021-10-25 14:07:08,"Today I come to you with a little analysis of what was the #NASCAR CUP Series #race at Kansas Speedway. This was posted on my Blockchain #Hive blog in the 
@FullDeportes6 community. 

#Result #Racing #Sports #Motorsport #OCD #Posh #HiveBlogShare

https://t.co/N1i4m0nmkB","['NASCAR', 'race']",44,96.54,58.97,61.34,25.77,14.67,18.18,65.91,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,2.27,2.27,0.00,0.00,0.00,0.00,2.27,2.27,0.00,0.00,0.00,0.00,6.82,4.55,0.00,2.27,0.00,2.27,0.00,0.00,0.00
1379,973017764376985601,1306,"Allen, TX","I am a licensed clinical social worker who specializes in working with OCD, anxiety, hair pulling, skin picking, tics and tourettes. I also make YouTube videos.",2021-10-25 14:05:14,"⭐New Video⭐ 
Pushing thoughts away? Try This! 🎬

#ocd #anxiety #mentalhealth #mentalillness #obsessivethinking #obsessive #hocd #rocd #pureo #intrusivethoughts #thoughts #thoughtstopping #stopthoughts #thoughtstops #stoppingthoughts #illness #thought https://t.co/llQQUJBdfR","['ocd', 'anxiety', 'mentalhealth', 'mentalillness', 'obsessivethinking']",29,93.26,50.00,47.93,1.00,9.67,55.17,51.72,10.34,0.00,10.34,10.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,10.34,0.00,0.00,3.45,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,3.45,0.00,0.00,0.00
1380,1369438993692168199,4,United States,Explore the nonspeaking neurodivergent community with our main character Emma and her typically developing brother Nathan in this children’s book series.,2021-10-25 14:00:31,"Anxiety is a lifestyle not an episode #anxiety #panicattack #ocd  Be sure to follow us on your favorite platform! 
#autism #autismsiblings #childrensbooks #inclusion #education #specialeducation https://t.co/DBPM1WqXXH","['anxiety', 'panicattack', 'ocd']",30,89.57,84.14,10.08,1.03,15.00,43.33,66.67,16.67,6.67,10.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,3.33,3.33,10.00,3.33,0.00,6.67,0.00,0.00,0.00,10.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00
1381,765677561758220289,79,"Ridgefield, NJ 07657","Green House Preschool and Kindergarten, Inc. is committed to enriching the lives of young children while expanding their minds.",2021-10-25 14:00:02,"OCD in Children

According to research, between .25% and 4% of children will develop obsessive-compulsive disorder (OCD). This is a mental health condition that is characterized by obsessions and compulsions that interfere...

Read more:
https://t.co/wcEd4BZyoX

#OCD #Children https://t.co/iJZA2EASFm",,47,88.34,73.84,1.00,1.00,15.67,36.17,63.83,4.26,0.00,4.26,4.26,0.00,0.00,6.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,0.00,0.00,6.38,0.00,0.00,0.00,4.26,2.13,4.26,0.00,4.26,0.00,0.00,0.00
1382,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-25 14:00:01,"I love dressing smart and when I'm feeling well I am always in a shirt and tie / bowtie. After months of pyjamas, today I have dressed 'properly' again. I think it is partly improvement, partly my mother coming so there are social standards. #mentalhealth #bipolar #anxiety #OCD https://t.co/VEmpQKNS9M",,52,20.09,28.20,94.81,98.66,13.00,21.15,76.92,9.62,7.69,1.92,1.92,0.00,0.00,5.77,1.92,0.00,1.92,0.00,9.62,3.85,0.00,0.00,3.85,1.92,0.00,5.77,3.85,1.92,0.00,0.00,0.00,0.00,13.46,1.92,3.85,0.00,1.92,0.00,1.92,0.00
1383,236499093,3174,opinions my own. she/her,"I do space, science policy, security + #WMD things at @vertic_org. Director @WCAPSintheUK, lurker @YGLNTweets @GirlSecurity_ /Singer, Cricket, Hecking Queer. 🌈",2021-10-25 13:36:25,"Hey guys, being on an ever-changing dose and type of antidepressants sucks, especially when none seem to stick without horrific side effects.

I know none of you can do anything about it, but today is particularly hard and I wanted to share. #anxiety #depression #ocd",,46,30.06,25.70,80.16,1.00,15.33,21.74,93.48,8.70,2.17,6.52,2.17,2.17,2.17,8.70,0.00,2.17,0.00,2.17,23.91,6.52,4.35,2.17,4.35,6.52,4.35,2.17,2.17,0.00,0.00,0.00,0.00,2.17,17.39,0.00,4.35,2.17,0.00,0.00,0.00,0.00
1384,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-25 13:33:58,"I've been trying to mentally prepare myself for my mother and her partner arriving. The house still needs a little doing to it and neither I, or my wife, are prepared for them being here until Friday afternoon. #mentalhealth #bipolar #anxiety #OCD",,42,23.74,23.75,80.64,3.31,14.00,23.81,95.24,2.38,0.00,2.38,2.38,0.00,0.00,11.90,4.76,2.38,7.14,0.00,9.52,0.00,0.00,2.38,4.76,0.00,4.76,7.14,4.76,2.38,0.00,0.00,0.00,2.38,7.14,4.76,0.00,0.00,0.00,0.00,0.00,0.00
1385,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 13:30:04,Online Therapist for Obsessive Compulsive Disorder https://t.co/4fEstIJ89K #OCD,['OCD'],13,97.95,50.00,1.00,1.00,13.00,38.46,38.46,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00
1386,1153404245535842307,1315,"New York, New York","GalleryHope ""The Art of Loving Kindness"" is a Youth Artist Gallery fundraiser campaign for children with special needs for homeschool and future college funds.",2021-10-25 13:17:14,"#NFTsForACause Support #FutureArtists - Bidding open for #ComicBook Dream #NFT opening at just 20 Million #SHIB @Shibtoken provides #Art and #Animation classes for 1 #SpecialNeeds Teenager with #Autism #ADHD &amp; #OCD in #NewJersey https://t.co/Gzfr9XTBAH #PleaseHelpUs #PleaseShare","['NFTsForACause', 'FutureArtists', 'ComicBook', 'NFT', 'SHIB']",39,97.95,69.60,8.65,99.00,39.00,43.59,56.41,7.69,7.69,0.00,0.00,0.00,0.00,5.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.00,2.56,0.00,0.00,0.00,7.69,2.56,2.56,0.00,2.56,0.00,0.00,0.00
1387,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 13:10:00,Online Therapist for Obsessive Compulsive Disorder via Skype. Inquiries welcome! Go to: https://t.co/4fEstIJ89K #OCD #OCDtreatment #OCDrecovery,,21,99.00,82.96,37.24,25.77,7.00,42.86,52.38,9.52,4.76,4.76,4.76,0.00,0.00,9.52,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00
1388,241280112,2278,"BC, Canada",WordMeddler | BookReader | CoffeeLover | JewelryMaker | WriteMentor 2020 mentee | Happy endings are my jam | ✝️ #ND #YA #MGnificents #amquerying I❤orcas,2021-10-25 13:02:00,"16yo James might finally have a shot at love, but only if he can get control of his OCD &amp; touch phobia—and avoid the bully who is interested in the same girl as him.

12 STEPS TO NORMAL x PERKS OF A WALLFLOWER
#DVpit #YA #CR #ND #OCD",,49,77.87,88.95,1.00,25.77,24.50,8.16,77.55,8.16,4.08,4.08,4.08,0.00,0.00,14.29,0.00,0.00,2.04,6.12,8.16,0.00,2.04,2.04,4.08,0.00,4.08,10.20,2.04,0.00,4.08,2.04,2.04,0.00,8.16,2.04,2.04,0.00,2.04,0.00,0.00,0.00
1389,711041288867594240,941,Please SUBSCRIBE to YT channel,"Do it➡
Film it➡
Share it➡
Tweets from individuals who are sincerely passionate about HEALTH🍎 & FITNESS🏋
(@PersonalFitnes3) (@TankyTalks) (@videos2watchNOW)",2021-10-25 12:50:20,"Obsessive-Compulsive Disorder (#OCD): #Symptoms, Treatment, and Self-Help https://t.co/YObOqHSbt3
LIKE ▪️ SHARE ▪️ FOLLOW","['OCD', 'Symptoms']",18,93.26,95.20,1.00,1.00,18.00,33.33,61.11,16.67,5.56,11.11,5.56,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,5.56,0.00,0.00,0.00,11.11,0.00,11.11,0.00,11.11,0.00,0.00,0.00
1390,2529279353,199,,"24. She/her. Drama and English graduate from Royal Holloway, UoL. VERY stagey. I love to sing, see lots of musicals, and talk about them to whoever will listen.",2021-10-25 12:25:41,Articles like this perpetuate the misconception OCD is just about loving cleaning and is a positive thing - for so many sufferers it has very negative impacts- a disclaimer would be useful at least ⁦@BBCNews⁩ ⁦@ocdaction⁩ ⁦@OCDUK⁩ #OCD https://t.co/OuowJsdT5D,,42,55.40,50.00,1.00,95.81,42.00,28.57,71.43,9.52,7.14,2.38,0.00,0.00,2.38,2.38,0.00,0.00,0.00,0.00,4.76,0.00,0.00,2.38,0.00,2.38,0.00,4.76,2.38,0.00,0.00,2.38,0.00,0.00,9.52,0.00,2.38,0.00,2.38,0.00,0.00,0.00
1391,885311783795212288,981,Hell,"A free thinker and freelance writer

follow me on
Readcash: https://t.co/y6u8LRptoP
HiveBlog: https://t.co/PYIoXZodvV",2021-10-25 12:16:40,"I just wrote a poem about hope for a better tomorrow. Please click the link to view my original poem:
https://t.co/lW1783Nr8E 

#HIVE #HiveBlogShare #poem #poetry #Verse #ocd #gems #posh",,33,97.28,27.23,6.95,99.00,16.50,12.12,63.64,12.12,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,3.03,0.00,3.03,3.03,0.00,0.00,3.03,0.00,3.03,0.00,3.03,0.00,3.03,3.03,6.06,3.03,0.00,3.03,0.00,0.00,0.00
1392,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 11:25:01,Online Psychotherapy for #OCD https://t.co/wCjfIfXsZo,['OCD'],9,98.87,50.00,1.00,25.77,9.00,22.22,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
1393,619162830,2063,UK,"JRF, New College, Oxford | Catholics & Antiquarianism 1560-1660 | DPhil: Sir Thomas Tresham | Manuscripts | Soprano | Anglican | Own views | On maternity leave",2021-10-25 11:21:30,"I’m so pleased that things are working out for this boy but this is a disastrous take on #OCD, which is a debilitating mental illness not a penchant for cleaning. The words ‘this isn’t an illness’ did not need quoting.  https://t.co/ldvL5mp7vj",['OCD'],45,46.37,5.99,10.08,67.75,15.00,22.22,80.00,2.22,2.22,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,2.22,11.11,0.00,0.00,2.22,0.00,0.00,8.89,4.44,0.00,2.22,0.00,2.22,0.00,2.22,15.56,0.00,2.22,0.00,2.22,0.00,0.00,0.00
1394,254915951,1551,Madrid,"I'll cross the Rubicon. Alea iacta est.
Lic., M.A., PhD, pero sobre todo mujer, y madre peleona de dos niñas maravillosas.",2021-10-25 11:01:58,"""#OCD and #ADHD Dual Diagnosis Misdiagnosis and the Cognitive ‘Cost’ of Obsessions""
#TDAH #TOC 
 https://t.co/Zb5dpYfB2Q","['OCD', 'ADHD', 'TDAH', 'TOC']",19,93.26,50.00,1.00,1.00,19.00,26.32,47.37,5.26,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00
1395,894509027366973440,9,Mayfair,Stress reduction and personal  transformation clinic in London Mayfair.,2021-10-25 11:01:24,"Retweet to those who really needs to see this message today. https://t.co/2sT6hVlcqG 

#depression #mentalhealth #stress #health #selfcare #mindfulness #wellness #selflove #mentalillness #motivation #mentalhealthawareness #recovery #meditation #love #happiness #anxiety #ocd #ptsd https://t.co/D4FnxaBoFo","['depression', 'mentalhealth']",40,87.27,69.14,1.28,25.77,20.00,42.50,62.50,15.00,7.50,7.50,5.00,0.00,2.50,7.50,0.00,0.00,0.00,0.00,10.00,5.00,2.50,2.50,0.00,0.00,2.50,12.50,7.50,5.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.00,7.50,0.00,0.00,0.00
1396,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 10:50:00,Looking for online counseling via Skype? Skype counseling for help with anxiety &amp; depression. Go to: https://t.co/lTOyrdR0bg #anxiety #depression #OCD #PTSD #addiction #onlinetherapy,,27,99.00,86.68,15.12,1.00,13.50,37.04,70.37,14.81,0.00,14.81,7.41,0.00,7.41,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00
1397,120196098,5268,"District Heights, MD, USA","A Virtual Assistant, a Social Media Manager, a Freelance #BookReviewer, #BookTuber, #genealogist, a #Videographer, a #Photographer, a Military Wife, & Mom of 2.",2021-10-25 10:49:01,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/dtsEK9zonV via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
1398,1435522034495201286,21,,BlogyBay - The Bay Of Blogs,2021-10-25 10:18:37,"5 Gadgets That Can Help Control OCD At Home
https://t.co/CqUeYbESzg
#Gadgets #OCD https://t.co/w9rRi8HXiU","['Gadgets', 'OCD']",21,87.62,68.29,1.00,25.77,21.00,23.81,47.62,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,9.52,4.76,0.00,9.52,0.00,0.00,0.00,4.76,0.00,9.52,0.00,9.52,0.00,0.00,0.00
1399,1255832328171147264,1840,,"We produce high quality videos on culture, art, history, society and politics, with a focus on the Muslim world. We tweet in Arabic, too, on @MeemMagazine",2021-10-25 10:03:00,An intense fear of dirt and obsession with being organized are the major symptoms of obsessive-compulsive disorder (#OCD). Find out what it is and what causes it. https://t.co/j784qa8zAQ,,33,80.14,50.00,1.00,1.00,11.00,24.24,72.73,9.09,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,9.09,0.00,3.03,0.00,3.03,0.00,0.00,0.00
1400,89962967,29196,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-25 10:00:17,Online Counseling for Obsessive Compulsive Disorder. Online Mindfulness Therapy. Contact me to schedule online therapy via Skype. Most people see big improvements after 3-4 sessions. Go to: Online Psychotherapy for OCD https://t.co/wCjfIfXsZo #OCD #OCDTreatment #OCDRecovery,,40,99.00,69.14,43.37,25.77,8.00,37.50,62.50,5.00,2.50,2.50,2.50,0.00,0.00,7.50,0.00,2.50,0.00,0.00,5.00,2.50,0.00,0.00,2.50,0.00,0.00,5.00,0.00,2.50,2.50,0.00,0.00,0.00,5.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00
1401,58483468,301,Anime World,30◆HIVEAN◆Otaku◆J-musicFreak◆Fujoshi◆TegoGirl◆ELF◆NewS愛◆A'TIN◆KaoMiyan◆Japanophile◆Poetry Lover★よろしく,2021-10-25 09:44:44,"Let's reminisce our childhood with this anime... 😍😍😍 Check it out on #HIVE via #PEAKD! 
 https://t.co/ef5GtJ0DeQ

#movie #anime #review #posh #ocd #HiveBlogShare","['HIVE', 'PEAKD']",25,93.26,94.50,20.24,25.77,8.33,16.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00
1402,1452487492863545345,29,,✨Psychedelics Improve Mental Health & Art✨ Artist/Advocate/Educator/PeaceSeeker🙏👁❤️✌️🇨🇦,2021-10-25 09:40:23,"#psilocybin #mentalhealth #fungi #mushroommonday #ADHD #anxiety #PTSD #OCD #neuroscience #depression #creativity #art #plantmedicine #MentalHealthMatters @RaMushrooms Mycology Solutions https://t.co/ZQknytX5TI","['psilocybin', 'mentalhealth', 'fungi', 'mushroommonday', 'ADHD', 'anxiety', 'PTSD', 'OCD', 'neuroscience', 'depression', 'creativity']",22,93.26,50.00,1.00,1.00,22.00,59.09,31.82,13.64,4.55,9.09,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,9.09,4.55,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00
